defect_id,production_id,defect_type,defect_qty
1153,4938,Misalignment,9
1154,15857,Crack,7
1155,13364,Dent,7
1156,12053,Crack,2
1157,13684,Crack,1
1158,6395,Discoloration,2
1159,8173,Misalignment,6
1160,6458,Dent,8
1161,3297,Discoloration,8
1162,7224,Discoloration,6
1163,15699,Discoloration,2
1164,11785,Dent,9
1165,12452,Crack,4
1166,5561,Dent,5
1167,17359,Misalignment,1
1168,6277,Misalignment,9
1169,6225,Crack,1
1170,18055,Dent,7
1171,7119,Crack,9
1172,8185,Crack,3
1173,4806,Dent,2
1174,19188,Misalignment,8
1175,15309,Dent,4
1176,5134,Misalignment,1
1177,13697,Scratch,8
1178,14049,Scratch,6
1179,15561,Scratch,6
1180,10405,Discoloration,4
1181,12849,Misalignment,6
1182,8774,Misalignment,2
1183,16244,Dent,6
1184,6263,Misalignment,2
1185,7819,Dent,6
1186,16115,Discoloration,9
1187,15029,Dent,7
1188,19942,Scratch,4
1189,2383,Dent,1
1190,16615,Dent,9
1191,6455,Dent,1
1192,18268,Misalignment,5
1193,10104,Crack,7
1194,6032,Crack,6
1195,4177,Crack,3
1196,10148,Misalignment,8
1197,4484,Scratch,7
1198,1369,Crack,9
1199,2267,Crack,1
1200,17036,Discoloration,8
1201,2111,Discoloration,4
1202,14776,Scratch,7
1203,3099,Dent,7
1204,2756,Dent,4
1205,7549,Discoloration,8
1206,13560,Discoloration,1
1207,17562,Scratch,5
1208,15382,Scratch,4
1209,7750,Misalignment,4
1210,18941,Dent,3
1211,11877,Misalignment,1
1212,15010,Crack,5
1213,11128,Scratch,8
1214,9816,Dent,6
1215,7597,Dent,1
1216,18469,Misalignment,5
1217,18856,Discoloration,6
1218,18770,Discoloration,9
1219,8158,Scratch,9
1220,9487,Discoloration,5
1221,12261,Crack,3
1222,919,Dent,6
1223,15103,Discoloration,8
1224,4748,Scratch,5
1225,9796,Crack,8
1226,17466,Misalignment,1
1227,8568,Misalignment,8
1228,7867,Crack,2
1229,6551,Scratch,7
1230,9601,Misalignment,2
1231,18488,Dent,3
1232,433,Dent,5
1233,237,Scratch,7
1234,307,Scratch,9
1235,12721,Dent,5
1236,24,Scratch,1
1237,11502,Crack,3
1238,9206,Scratch,5
1239,17065,Dent,3
1240,1516,Discoloration,8
1241,17336,Scratch,8
1242,5408,Misalignment,1
1243,415,Crack,8
1244,4849,Crack,4
1245,4972,Crack,6
1246,15146,Misalignment,8
1247,4986,Misalignment,2
1248,7651,Crack,8
1249,12965,Crack,7
1250,10640,Crack,4
1251,16834,Scratch,5
1252,11128,Misalignment,6
1253,7329,Dent,3
1254,13138,Scratch,2
1255,12709,Dent,2
1256,15052,Scratch,4
1257,19336,Scratch,7
1258,19510,Dent,1
1259,11911,Crack,1
1260,1538,Dent,4
1261,3169,Discoloration,9
1262,5688,Misalignment,5
1263,16353,Discoloration,1
1264,18280,Scratch,3
1265,7804,Dent,6
1266,8377,Crack,3
1267,1457,Crack,6
1268,1495,Discoloration,6
1269,5061,Discoloration,5
1270,9480,Scratch,5
1271,10066,Misalignment,9
1272,1751,Scratch,3
1273,10439,Crack,7
1274,16558,Dent,4
1275,4313,Discoloration,2
1276,19662,Crack,3
1277,18406,Scratch,3
1278,1397,Misalignment,3
1279,174,Dent,3
1280,11587,Misalignment,6
1281,15914,Scratch,6
1282,11081,Scratch,9
1283,14773,Crack,8
1284,2247,Dent,7
1285,19463,Scratch,2
1286,19436,Crack,2
1287,1700,Scratch,1
1288,14964,Crack,7
1289,19476,Misalignment,7
1290,1845,Crack,1
1291,6398,Misalignment,6
1292,12886,Discoloration,7
1293,19636,Scratch,1
1294,16109,Discoloration,6
1295,7521,Dent,9
1296,9943,Discoloration,1
1297,893,Crack,2
1298,8407,Crack,2
1299,19814,Dent,3
1300,13172,Dent,4
1301,16990,Scratch,7
1302,14673,Crack,3
1303,16313,Dent,7
1304,18898,Discoloration,5
1305,7044,Crack,5
1306,17562,Dent,7
1307,12639,Scratch,7
1308,17868,Misalignment,7
1309,19696,Crack,9
1310,9738,Crack,1
1311,13954,Crack,1
1312,15420,Crack,3
1313,9689,Misalignment,6
1314,12975,Misalignment,2
1315,5359,Scratch,9
1316,10419,Crack,1
1317,17475,Dent,5
1318,9809,Discoloration,7
1319,14584,Crack,3
1320,1592,Misalignment,2
1321,15459,Scratch,3
1322,5902,Crack,7
1323,8080,Scratch,1
1324,8780,Dent,8
1325,9035,Dent,3
1326,3650,Dent,5
1327,15117,Dent,5
1328,17950,Discoloration,6
1329,19994,Scratch,7
1330,2930,Crack,1
1331,722,Discoloration,6
1332,1805,Crack,2
1333,12612,Misalignment,3
1334,655,Discoloration,5
1335,8337,Discoloration,1
1336,15110,Misalignment,7
1337,9889,Discoloration,1
1338,13230,Scratch,8
1339,17277,Dent,6
1340,4291,Crack,1
1341,18045,Misalignment,7
1342,13900,Dent,3
1343,4914,Discoloration,7
1344,10969,Scratch,8
1345,7351,Discoloration,3
1346,9329,Misalignment,5
1347,17684,Discoloration,2
1348,2524,Scratch,2
1349,1661,Discoloration,1
1350,7631,Discoloration,3
1351,4513,Discoloration,4
1352,1859,Discoloration,3
1353,8330,Scratch,8
1354,11753,Crack,1
1355,18138,Dent,5
1356,11049,Misalignment,7
1357,7336,Crack,9
1358,17569,Scratch,1
1359,14072,Misalignment,9
1360,17118,Misalignment,9
1361,18236,Discoloration,4
1362,6521,Dent,5
1363,8587,Dent,6
1364,5292,Scratch,4
1365,18902,Crack,6
1366,15107,Discoloration,5
1367,3328,Dent,3
1368,6125,Discoloration,3
1369,13432,Crack,9
1370,18451,Misalignment,5
1371,13096,Crack,3
1372,16181,Misalignment,8
1373,247,Crack,8
1374,7588,Discoloration,3
1375,3139,Crack,7
1376,16726,Dent,9
1377,14228,Dent,3
1378,2435,Scratch,8
1379,16726,Dent,1
1380,16492,Dent,3
1381,6821,Misalignment,4
1382,13614,Discoloration,3
1383,5227,Discoloration,9
1384,7803,Misalignment,5
1385,12873,Dent,3
1386,10717,Crack,3
1387,18769,Misalignment,2
1388,10553,Discoloration,6
1389,13466,Scratch,9
1390,5921,Discoloration,7
1391,8801,Crack,2
1392,5469,Discoloration,9
1393,15126,Misalignment,3
1394,14078,Scratch,7
1395,7697,Discoloration,7
1396,10540,Misalignment,4
1397,2740,Misalignment,4
1398,13846,Misalignment,2
1399,5061,Scratch,2
1400,10663,Misalignment,2
1401,8686,Scratch,5
1402,17402,Crack,3
1403,3491,Crack,7
1404,19269,Crack,7
1405,2815,Misalignment,6
1406,10182,Scratch,8
1407,14681,Crack,4
1408,4915,Dent,9
1409,10559,Crack,5
1410,13654,Misalignment,4
1411,11643,Dent,3
1412,19449,Discoloration,9
1413,16974,Dent,4
1414,8827,Discoloration,9
1415,18618,Dent,1
1416,17698,Scratch,5
1417,12542,Dent,1
1418,17355,Crack,9
1419,4707,Discoloration,7
1420,6590,Discoloration,9
1421,16290,Crack,5
1422,9672,Scratch,9
1423,9363,Dent,4
1424,13172,Scratch,3
1425,3186,Crack,2
1426,7265,Dent,4
1427,15742,Crack,3
1428,18760,Discoloration,9
1429,15530,Discoloration,8
1430,6451,Discoloration,1
1431,16583,Misalignment,2
1432,3249,Misalignment,3
1433,1148,Discoloration,6
1434,6751,Misalignment,5
1435,4707,Misalignment,5
1436,4036,Crack,6
1437,16241,Dent,8
1438,9918,Discoloration,1
1439,3969,Misalignment,5
1440,11282,Crack,6
1441,5055,Crack,6
1442,13486,Dent,9
1443,17811,Crack,7
1444,18226,Scratch,4
1445,4864,Scratch,7
1446,14432,Discoloration,7
1447,12086,Dent,6
1448,6175,Scratch,8
1449,18529,Dent,8
1450,705,Discoloration,6
1451,9961,Crack,2
1452,1070,Crack,5
1453,12067,Crack,1
1454,7729,Scratch,9
1455,6429,Dent,4
1456,8961,Scratch,1
1457,15031,Misalignment,3
1458,14875,Dent,2
1459,11916,Discoloration,9
1460,8452,Scratch,7
1461,6736,Crack,6
1462,19328,Crack,4
1463,15627,Crack,4
1464,5276,Scratch,7
1465,19946,Scratch,8
1466,14274,Crack,4
1467,9832,Crack,7
1468,18778,Crack,3
1469,19069,Misalignment,9
1470,18615,Scratch,3
1471,11591,Crack,3
1472,896,Discoloration,2
1473,8853,Crack,3
1474,11042,Scratch,8
1475,10618,Discoloration,2
1476,1111,Scratch,1
1477,6824,Scratch,5
1478,9351,Scratch,8
1479,2138,Dent,6
1480,13108,Discoloration,2
1481,1841,Misalignment,9
1482,18295,Misalignment,4
1483,11103,Dent,3
1484,743,Scratch,4
1485,3161,Misalignment,3
1486,17701,Discoloration,8
1487,4542,Crack,1
1488,7682,Discoloration,1
1489,14296,Scratch,9
1490,8109,Discoloration,7
1491,18116,Scratch,9
1492,9848,Discoloration,3
1493,14269,Dent,3
1494,15022,Discoloration,2
1495,17952,Misalignment,2
1496,18195,Crack,9
1497,7875,Dent,2
1498,5124,Discoloration,4
1499,11209,Scratch,4
1500,14869,Dent,9
1501,15598,Misalignment,3
1502,8670,Crack,2
1503,5853,Crack,3
1504,4706,Discoloration,9
1505,142,Misalignment,5
1506,14998,Misalignment,5
1507,4656,Crack,7
1508,18483,Crack,1
1509,10763,Misalignment,5
1510,5390,Crack,9
1511,17671,Scratch,6
1512,808,Crack,8
1513,7389,Scratch,8
1514,4505,Crack,1
1515,974,Dent,8
1516,2939,Dent,6
1517,86,Dent,4
1518,9989,Scratch,3
1519,14440,Scratch,5
1520,15076,Discoloration,5
1521,18893,Discoloration,7
1522,17529,Crack,9
1523,15712,Scratch,1
1524,11453,Dent,9
1525,15205,Dent,3
1526,13443,Dent,6
1527,4267,Crack,6
1528,9546,Scratch,4
1529,1192,Crack,2
1530,16368,Misalignment,5
1531,15871,Misalignment,3
1532,9440,Discoloration,4
1533,5922,Scratch,6
1534,18410,Dent,7
1535,19896,Scratch,2
1536,5742,Discoloration,3
1537,13462,Dent,7
1538,8025,Crack,5
1539,16149,Dent,4
1540,13033,Misalignment,4
1541,8160,Crack,9
1542,13308,Dent,9
1543,4629,Crack,7
1544,6517,Misalignment,1
1545,3484,Misalignment,1
1546,10131,Scratch,3
1547,17400,Misalignment,3
1548,6158,Misalignment,7
1549,6359,Misalignment,2
1550,18968,Discoloration,8
1551,5140,Misalignment,1
1552,17312,Scratch,8
1553,9704,Crack,9
1554,18122,Discoloration,5
1555,6580,Crack,4
1556,13633,Crack,6
1557,3039,Scratch,6
1558,7220,Discoloration,8
1559,6501,Dent,8
1560,18106,Misalignment,1
1561,19151,Crack,9
1562,2826,Crack,1
1563,10927,Scratch,3
1564,8411,Scratch,7
1565,8714,Scratch,5
1566,16789,Discoloration,6
1567,13078,Misalignment,8
1568,6159,Discoloration,4
1569,5067,Scratch,4
1570,10028,Scratch,8
1571,158,Crack,3
1572,19560,Discoloration,6
1573,9814,Discoloration,4
1574,7044,Misalignment,6
1575,7922,Discoloration,4
1576,14086,Misalignment,2
1577,17190,Dent,3
1578,10387,Misalignment,8
1579,7236,Scratch,1
1580,16888,Dent,6
1581,5184,Crack,9
1582,19024,Crack,1
1583,8958,Crack,4
1584,16621,Scratch,7
1585,4492,Crack,6
1586,10197,Misalignment,6
1587,5961,Scratch,9
1588,1800,Discoloration,8
1589,3388,Scratch,5
1590,16026,Scratch,2
1591,1447,Discoloration,3
1592,132,Misalignment,3
1593,6370,Dent,4
1594,5593,Discoloration,2
1595,4214,Scratch,8
1596,12627,Crack,8
1597,1459,Discoloration,8
1598,5299,Discoloration,5
1599,18407,Dent,6
1600,1949,Scratch,6
1601,9813,Crack,7
1602,12964,Crack,1
1603,12006,Dent,3
1604,6862,Crack,3
1605,7272,Misalignment,7
1606,10354,Discoloration,6
1607,7868,Discoloration,9
1608,15631,Crack,9
1609,4719,Crack,9
1610,4151,Crack,4
1611,16908,Discoloration,3
1612,2482,Crack,4
1613,4485,Misalignment,3
1614,8538,Misalignment,7
1615,2313,Discoloration,3
1616,141,Scratch,1
1617,6893,Scratch,8
1618,7777,Scratch,6
1619,9314,Misalignment,5
1620,19268,Dent,8
1621,7629,Scratch,8
1622,13258,Dent,3
1623,14901,Discoloration,3
1624,7462,Misalignment,7
1625,9175,Scratch,3
1626,10637,Misalignment,9
1627,3461,Discoloration,8
1628,18969,Misalignment,8
1629,9349,Crack,9
1630,15638,Scratch,8
1631,11225,Misalignment,4
1632,13413,Misalignment,7
1633,1308,Misalignment,6
1634,15637,Discoloration,1
1635,12427,Scratch,5
1636,15581,Scratch,2
1637,12357,Crack,9
1638,2853,Crack,3
1639,18609,Misalignment,7
1640,3445,Scratch,2
1641,12833,Scratch,7
1642,14637,Misalignment,4
1643,17636,Dent,6
1644,17780,Scratch,9
1645,4742,Misalignment,8
1646,14735,Misalignment,9
1647,11407,Dent,5
1648,17141,Crack,5
1649,19005,Misalignment,4
1650,13957,Scratch,9
1651,18814,Crack,8
1652,14234,Crack,6
1653,12759,Crack,6
1654,9424,Misalignment,6
1655,4025,Scratch,6
1656,15079,Dent,7
1657,35,Discoloration,6
1658,7434,Discoloration,8
1659,13264,Crack,7
1660,16405,Discoloration,2
1661,13452,Discoloration,4
1662,18697,Misalignment,7
1663,11664,Dent,2
1664,16841,Discoloration,4
1665,7901,Dent,2
1666,4479,Discoloration,2
1667,10775,Crack,7
1668,1063,Crack,2
1669,7128,Dent,4
1670,7190,Dent,7
1671,9783,Dent,6
1672,8095,Dent,4
1673,8239,Scratch,9
1674,7650,Crack,5
1675,4775,Discoloration,2
1676,5080,Scratch,7
1677,12181,Dent,2
1678,1654,Discoloration,8
1679,16429,Crack,7
1680,4371,Dent,9
1681,19417,Misalignment,6
1682,11575,Dent,7
1683,86,Discoloration,9
1684,11369,Crack,7
1685,14067,Dent,9
1686,12465,Crack,8
1687,17998,Scratch,5
1688,15549,Misalignment,7
1689,7228,Scratch,7
1690,3292,Misalignment,1
1691,8780,Scratch,4
1692,8795,Crack,5
1693,16152,Crack,6
1694,15527,Scratch,7
1695,19901,Discoloration,5
1696,17641,Scratch,2
1697,10354,Dent,5
1698,13820,Discoloration,5
1699,14948,Crack,7
1700,12872,Scratch,3
1701,19420,Discoloration,1
1702,10610,Dent,6
1703,7517,Misalignment,7
1704,10312,Crack,8
1705,4956,Discoloration,7
1706,10593,Discoloration,7
1707,13323,Discoloration,7
1708,10981,Scratch,1
1709,638,Crack,9
1710,153,Crack,9
1711,13474,Scratch,7
1712,5910,Scratch,9
1713,19123,Scratch,4
1714,15504,Dent,7
1715,139,Discoloration,2
1716,14542,Dent,6
1717,6240,Crack,2
1718,17110,Scratch,3
1719,13668,Discoloration,1
1720,11735,Misalignment,7
1721,18750,Discoloration,2
1722,14848,Misalignment,3
1723,19,Discoloration,1
1724,9629,Scratch,3
1725,18346,Misalignment,4
1726,10647,Misalignment,7
1727,18236,Crack,6
1728,7113,Discoloration,1
1729,16485,Dent,4
1730,6839,Dent,9
1731,14354,Crack,3
1732,14465,Crack,6
1733,7136,Crack,2
1734,6030,Scratch,5
1735,12654,Scratch,9
1736,2510,Scratch,2
1737,13473,Scratch,3
1738,1956,Crack,2
1739,9847,Crack,2
1740,7079,Scratch,6
1741,7544,Scratch,6
1742,17295,Misalignment,5
1743,6164,Discoloration,2
1744,12834,Misalignment,1
1745,6716,Discoloration,3
1746,6606,Scratch,3
1747,17566,Scratch,9
1748,16989,Scratch,4
1749,18755,Misalignment,9
1750,10203,Crack,1
1751,12328,Discoloration,3
1752,14288,Misalignment,1
1753,13222,Scratch,6
1754,16587,Crack,1
1755,16093,Misalignment,2
1756,13871,Discoloration,9
1757,243,Scratch,1
1758,3741,Discoloration,4
1759,19106,Scratch,6
1760,8852,Scratch,2
1761,8905,Dent,1
1762,12088,Discoloration,4
1763,9367,Crack,3
1764,5220,Scratch,7
1765,17115,Crack,7
1766,17945,Misalignment,7
1767,8688,Scratch,9
1768,10855,Scratch,9
1769,2576,Scratch,4
1770,1083,Crack,9
1771,19138,Dent,7
1772,19343,Discoloration,6
1773,8736,Scratch,9
1774,11256,Discoloration,4
1775,6834,Discoloration,1
1776,10095,Discoloration,6
1777,2151,Crack,1
1778,6104,Discoloration,9
1779,17268,Misalignment,5
1780,19062,Crack,2
1781,3976,Crack,8
1782,16391,Misalignment,6
1783,5401,Dent,3
1784,18474,Dent,2
1785,4192,Scratch,4
1786,5624,Dent,1
1787,2294,Scratch,1
1788,7392,Discoloration,5
1789,4426,Scratch,9
1790,11767,Dent,5
1791,3225,Scratch,6
1792,17625,Crack,9
1793,15849,Dent,3
1794,14608,Scratch,4
1795,15760,Dent,2
1796,7518,Misalignment,4
1797,3494,Dent,8
1798,3591,Misalignment,2
1799,8456,Scratch,4
1800,6945,Misalignment,8
1801,318,Dent,7
1802,18592,Crack,9
1803,641,Misalignment,2
1804,859,Dent,4
1805,4244,Crack,9
1806,9663,Discoloration,6
1807,15438,Misalignment,9
1808,8244,Misalignment,9
1809,1020,Scratch,7
1810,11815,Discoloration,7
1811,12536,Scratch,8
1812,16377,Scratch,2
1813,10105,Dent,7
1814,8480,Scratch,6
1815,5374,Misalignment,7
1816,13235,Scratch,6
1817,6358,Crack,3
1818,12832,Misalignment,5
1819,7773,Dent,3
1820,14568,Scratch,6
1821,3902,Crack,3
1822,11709,Crack,2
1823,7671,Misalignment,4
1824,17934,Scratch,9
1825,16217,Crack,1
1826,4935,Scratch,8
1827,2667,Misalignment,5
1828,2454,Discoloration,2
1829,17952,Crack,9
1830,8480,Dent,2
1831,2474,Scratch,3
1832,16820,Misalignment,1
1833,2406,Misalignment,1
1834,8447,Dent,2
1835,10202,Discoloration,2
1836,1835,Scratch,6
1837,7043,Discoloration,8
1838,16807,Misalignment,4
1839,13525,Crack,3
1840,5934,Discoloration,2
1841,15219,Crack,1
1842,10088,Dent,8
1843,15412,Misalignment,7
1844,6073,Crack,2
1845,555,Scratch,7
1846,16391,Misalignment,6
1847,18150,Dent,8
1848,2092,Scratch,6
1849,4831,Misalignment,4
1850,13892,Discoloration,8
1851,18042,Misalignment,1
1852,9004,Scratch,1
1853,7464,Crack,4
1854,18347,Crack,1
1855,16875,Misalignment,5
1856,8510,Misalignment,9
1857,12506,Dent,9
1858,18933,Discoloration,9
1859,9409,Dent,6
1860,17561,Dent,1
1861,6100,Crack,5
1862,18985,Crack,2
1863,3095,Scratch,1
1864,16058,Dent,5
1865,2264,Scratch,5
1866,1067,Misalignment,1
1867,2791,Scratch,7
1868,7080,Crack,3
1869,11682,Dent,6
1870,18058,Crack,2
1871,18748,Misalignment,9
1872,12161,Discoloration,2
1873,3502,Dent,2
1874,2815,Crack,1
1875,349,Discoloration,1
1876,2123,Misalignment,4
1877,15249,Discoloration,7
1878,15060,Crack,4
1879,14598,Crack,5
1880,16596,Misalignment,6
1881,3530,Misalignment,5
1882,13962,Discoloration,5
1883,6350,Discoloration,4
1884,13931,Crack,9
1885,9459,Misalignment,5
1886,148,Scratch,9
1887,1710,Misalignment,4
1888,19407,Dent,9
1889,13635,Dent,5
1890,3991,Misalignment,8
1891,13963,Discoloration,1
1892,7855,Dent,4
1893,3837,Crack,4
1894,14257,Crack,2
1895,4524,Crack,3
1896,369,Misalignment,8
1897,17855,Dent,8
1898,2598,Discoloration,1
1899,1303,Crack,2
1900,11517,Discoloration,4
1901,1895,Crack,6
1902,12255,Misalignment,3
1903,2525,Crack,7
1904,17473,Misalignment,3
1905,17711,Dent,8
1906,7485,Dent,6
1907,14212,Discoloration,8
1908,3357,Crack,7
1909,1103,Dent,5
1910,17452,Scratch,5
1911,745,Scratch,3
1912,3075,Discoloration,4
1913,18875,Dent,8
1914,2863,Misalignment,5
1915,14190,Scratch,9
1916,2561,Dent,3
1917,4792,Misalignment,3
1918,3835,Crack,8
1919,19159,Dent,8
1920,19499,Crack,7
1921,14236,Scratch,6
1922,13532,Crack,7
1923,1013,Scratch,7
1924,4286,Discoloration,6
1925,9067,Discoloration,9
1926,3557,Scratch,5
1927,14977,Misalignment,5
1928,2326,Discoloration,6
1929,18739,Misalignment,4
1930,12160,Misalignment,9
1931,10847,Misalignment,2
1932,11420,Dent,3
1933,12588,Dent,9
1934,18779,Misalignment,1
1935,5543,Scratch,5
1936,4522,Discoloration,3
1937,16426,Crack,3
1938,14652,Dent,1
1939,18233,Dent,8
1940,10317,Crack,3
1941,4192,Misalignment,4
1942,19251,Crack,5
1943,13025,Misalignment,5
1944,13600,Dent,2
1945,3335,Crack,7
1946,17039,Scratch,6
1947,18747,Discoloration,7
1948,9585,Discoloration,3
1949,5453,Discoloration,8
1950,7594,Crack,6
1951,14631,Misalignment,7
1952,16669,Dent,9
1953,9533,Discoloration,8
1954,512,Crack,8
1955,11248,Discoloration,3
1956,12004,Misalignment,1
1957,3079,Scratch,1
1958,4638,Scratch,2
1959,14300,Dent,8
1960,12216,Scratch,6
1961,8407,Scratch,6
1962,10461,Crack,1
1963,5120,Crack,2
1964,19716,Dent,5
1965,2309,Dent,3
1966,18222,Crack,2
1967,16002,Scratch,9
1968,5120,Misalignment,7
1969,566,Scratch,1
1970,7640,Scratch,1
1971,12091,Misalignment,3
1972,8993,Dent,6
1973,17663,Crack,2
1974,12934,Dent,8
1975,5085,Dent,4
1976,19889,Dent,8
1977,9184,Crack,7
1978,14063,Dent,2
1979,10718,Dent,9
1980,10622,Discoloration,5
1981,10793,Scratch,6
1982,6906,Discoloration,2
1983,13635,Crack,3
1984,10332,Misalignment,8
1985,377,Misalignment,5
1986,8143,Discoloration,1
1987,17489,Discoloration,9
1988,10340,Discoloration,1
1989,5243,Scratch,9
1990,2848,Crack,6
1991,11660,Dent,7
1992,8215,Discoloration,1
1993,19088,Scratch,1
1994,6663,Misalignment,5
1995,19733,Misalignment,2
1996,11962,Misalignment,5
1997,15455,Discoloration,5
1998,9111,Misalignment,6
1999,10172,Misalignment,9
2000,377,Misalignment,6
2001,15385,Dent,1
2002,6435,Misalignment,5
2003,9389,Scratch,2
2004,15648,Discoloration,8
2005,11333,Dent,7
2006,11545,Dent,6
2007,11103,Discoloration,2
2008,1357,Misalignment,3
2009,18151,Misalignment,9
2010,10557,Crack,9
2011,5427,Misalignment,7
2012,3842,Scratch,2
2013,19629,Misalignment,7
2014,16928,Discoloration,1
2015,11464,Misalignment,9
2016,11856,Discoloration,9
2017,14411,Dent,6
2018,16352,Crack,1
2019,1621,Dent,8
2020,4313,Discoloration,6
2021,14969,Crack,9
2022,8724,Dent,9
2023,7829,Misalignment,7
2024,15367,Misalignment,4
2025,17273,Crack,1
2026,16777,Dent,3
2027,9814,Scratch,6
2028,3458,Scratch,1
2029,2364,Scratch,4
2030,318,Dent,8
2031,12667,Dent,8
2032,8897,Dent,6
2033,15130,Discoloration,6
2034,13786,Scratch,3
2035,15372,Scratch,7
2036,6886,Scratch,8
2037,10702,Discoloration,2
2038,4007,Discoloration,5
2039,12003,Dent,6
2040,12983,Scratch,1
2041,14903,Scratch,5
2042,14602,Misalignment,3
2043,18512,Misalignment,3
2044,13951,Misalignment,6
2045,19134,Discoloration,1
2046,15517,Dent,5
2047,14800,Crack,5
2048,9516,Scratch,5
2049,5440,Misalignment,3
2050,10489,Scratch,6
2051,16381,Scratch,1
2052,18755,Scratch,1
2053,2604,Dent,2
2054,5748,Scratch,4
2055,3534,Dent,9
2056,8585,Crack,8
2057,17636,Crack,2
2058,2967,Discoloration,1
2059,11321,Scratch,4
2060,10759,Misalignment,5
2061,7572,Discoloration,2
2062,19392,Discoloration,6
2063,16307,Crack,8
2064,7207,Misalignment,5
2065,8385,Scratch,4
2066,8519,Scratch,7
2067,4121,Crack,5
2068,12505,Dent,8
2069,4838,Crack,7
2070,4026,Misalignment,5
2071,4258,Dent,8
2072,14623,Misalignment,1
2073,9078,Scratch,8
2074,3954,Dent,3
2075,18679,Misalignment,1
2076,6318,Scratch,9
2077,3468,Misalignment,6
2078,17417,Dent,8
2079,1472,Scratch,4
2080,5114,Misalignment,2
2081,7740,Discoloration,6
2082,1149,Dent,2
2083,11949,Dent,1
2084,15546,Dent,7
2085,7409,Scratch,7
2086,11603,Dent,6
2087,11159,Misalignment,2
2088,13304,Discoloration,5
2089,15069,Misalignment,1
2090,3797,Misalignment,2
2091,3448,Dent,5
2092,8277,Discoloration,5
2093,11611,Discoloration,7
2094,12738,Discoloration,5
2095,10356,Discoloration,6
2096,4458,Crack,2
2097,11152,Discoloration,5
2098,10423,Dent,8
2099,10916,Discoloration,1
2100,15688,Misalignment,7
2101,2640,Crack,8
2102,7688,Misalignment,5
2103,13699,Dent,4
2104,17315,Dent,1
2105,13682,Discoloration,9
2106,13051,Dent,2
2107,14415,Crack,5
2108,18206,Misalignment,7
2109,5903,Dent,8
2110,13533,Dent,4
2111,9786,Crack,1
2112,14307,Scratch,7
2113,15018,Scratch,9
2114,9313,Crack,1
2115,1925,Dent,1
2116,2441,Crack,7
2117,3443,Crack,9
2118,17592,Scratch,5
2119,5583,Discoloration,4
2120,8254,Dent,6
2121,8355,Misalignment,9
2122,4648,Crack,2
2123,14515,Scratch,5
2124,16252,Discoloration,4
2125,9276,Dent,3
2126,13540,Crack,5
2127,16623,Scratch,7
2128,10808,Crack,3
2129,10986,Misalignment,3
2130,14420,Dent,6
2131,3787,Dent,5
2132,11305,Dent,3
2133,8630,Dent,1
2134,8297,Scratch,2
2135,14873,Misalignment,3
2136,12670,Crack,4
2137,7261,Scratch,5
2138,10457,Discoloration,9
2139,13686,Dent,4
2140,1794,Dent,9
2141,6957,Crack,5
2142,15809,Dent,3
2143,12710,Dent,7
2144,10160,Crack,8
2145,207,Misalignment,9
2146,2823,Scratch,9
2147,11966,Misalignment,6
2148,17885,Crack,9
2149,15966,Dent,3
2150,14115,Dent,2
2151,19532,Misalignment,5
2152,4612,Discoloration,7
2153,18231,Scratch,7
2154,12475,Dent,6
2155,8135,Crack,3
2156,14868,Misalignment,6
2157,3720,Scratch,1
2158,12227,Discoloration,3
2159,12936,Dent,2
2160,18450,Misalignment,4
2161,15662,Dent,8
2162,11172,Misalignment,3
2163,13302,Discoloration,6
2164,14056,Crack,1
2165,16322,Crack,4
2166,6401,Scratch,5
2167,9435,Dent,5
2168,10884,Dent,1
2169,18789,Dent,9
2170,16640,Crack,5
2171,6478,Scratch,9
2172,7536,Crack,7
2173,6141,Misalignment,5
2174,179,Dent,9
2175,6238,Misalignment,5
2176,11659,Discoloration,9
2177,28,Misalignment,5
2178,14322,Misalignment,1
2179,14411,Misalignment,7
2180,8246,Crack,5
2181,8513,Misalignment,5
2182,3631,Dent,6
2183,13542,Scratch,6
2184,5922,Discoloration,7
2185,332,Dent,8
2186,1718,Scratch,1
2187,317,Dent,3
2188,14584,Misalignment,6
2189,3552,Discoloration,1
2190,6099,Dent,5
2191,2918,Discoloration,5
2192,7793,Crack,9
2193,8340,Crack,2
2194,15349,Misalignment,7
2195,14211,Misalignment,9
2196,9925,Crack,8
2197,7575,Dent,1
2198,2629,Scratch,1
2199,14112,Scratch,2
2200,12211,Crack,1
2201,15219,Scratch,8
2202,1210,Dent,7
2203,16554,Scratch,6
2204,9760,Scratch,2
2205,15024,Crack,9
2206,19820,Discoloration,1
2207,1878,Discoloration,1
2208,3036,Dent,2
2209,3249,Discoloration,7
2210,10384,Misalignment,1
2211,8715,Crack,3
2212,3553,Discoloration,8
2213,2707,Scratch,7
2214,16220,Discoloration,8
2215,2533,Crack,6
2216,17206,Scratch,8
2217,3509,Scratch,5
2218,16579,Crack,9
2219,16850,Dent,1
2220,3026,Dent,7
2221,15520,Crack,6
2222,2538,Crack,8
2223,100,Crack,2
2224,8308,Scratch,1
2225,10303,Scratch,1
2226,6276,Crack,2
2227,9464,Scratch,5
2228,14731,Misalignment,7
2229,19075,Crack,9
2230,1435,Scratch,4
2231,1903,Dent,9
2232,3024,Crack,3
2233,13740,Crack,6
2234,6814,Crack,9
