production_id,date,machine_id,product_id,quantity_produced
1758,2025-01-15,M13,P07,423
1759,2025-04-01,M02,P07,662
1760,2025-05-10,M07,P01,220
1761,2025-01-19,M05,P05,586
1762,2025-03-21,M11,P04,525
1763,2025-04-29,M06,P06,666
1764,2025-04-26,M02,P08,721
1765,2025-01-10,M05,P07,424
1766,2025-01-15,M10,P01,674
1767,2025-04-05,M04,P07,657
1768,2025-03-15,M09,P05,412
1769,2025-01-20,M06,P02,680
1770,2025-06-15,M02,P07,379
1771,2025-01-24,M01,P05,737
1772,2025-06-07,M05,P04,726
1773,2025-06-02,M09,P08,221
1774,2025-05-10,M06,P08,544
1775,2025-04-09,M10,P07,776
1776,2025-04-29,M12,P05,220
1777,2025-05-29,M07,P01,607
1778,2025-05-22,M05,P01,686
1779,2025-01-11,M10,P03,727
1780,2025-04-26,M06,P05,615
1781,2025-05-27,M05,P02,471
1782,2025-06-16,M11,P07,404
1783,2025-02-18,M09,P06,497
1784,2025-03-24,M15,P06,752
1785,2025-06-04,M06,P04,307
1786,2025-05-02,M11,P03,351
1787,2025-05-09,M08,P05,212
1788,2025-02-08,M02,P02,278
1789,2025-01-16,M12,P03,753
1790,2025-04-26,M13,P01,368
1791,2025-01-27,M09,P04,448
1792,2025-03-29,M05,P07,320
1793,2025-01-22,M07,P07,586
1794,2025-05-10,M10,P07,638
1795,2025-06-15,M13,P05,471
1796,2025-02-14,M01,P06,499
1797,2025-01-11,M10,P02,672
1798,2025-03-05,M05,P07,357
1799,2025-04-23,M12,P07,426
1800,2025-04-23,M14,P01,620
1801,2025-05-15,M10,P08,223
1802,2025-05-14,M14,P03,737
1803,2025-06-06,M02,P07,769
1804,2025-02-10,M12,P04,739
1805,2025-04-04,M06,P03,327
1806,2025-04-06,M11,P06,293
1807,2025-03-14,M01,P03,620
1808,2025-04-10,M03,P02,471
1809,2025-04-15,M05,P01,683
1810,2025-03-28,M04,P05,204
1811,2025-06-23,M03,P02,356
1812,2025-06-03,M10,P06,251
1813,2025-01-14,M13,P04,442
1814,2025-06-11,M05,P06,619
1815,2025-06-15,M11,P06,624
1816,2025-03-27,M08,P03,279
1817,2025-01-17,M11,P04,553
1818,2025-03-26,M04,P02,492
1819,2025-01-25,M01,P06,315
1820,2025-05-23,M11,P02,728
1821,2025-06-23,M07,P07,679
1822,2025-04-09,M08,P07,487
1823,2025-03-14,M03,P07,676
1824,2025-03-06,M06,P05,224
1825,2025-06-18,M02,P03,630
1826,2025-06-04,M07,P02,477
1827,2025-02-08,M15,P07,516
1828,2025-03-27,M08,P07,557
1829,2025-01-21,M06,P04,475
1830,2025-05-30,M06,P06,543
1831,2025-06-19,M05,P07,630
1832,2025-02-06,M08,P05,758
1833,2025-03-31,M01,P04,762
1834,2025-03-21,M10,P03,638
1835,2025-06-17,M04,P08,661
1836,2025-06-28,M15,P08,469
1837,2025-06-19,M04,P05,630
1838,2025-04-11,M03,P05,220
1839,2025-02-03,M03,P05,342
1840,2025-06-02,M04,P06,552
1841,2025-01-22,M11,P08,664
1842,2025-03-21,M01,P07,667
1843,2025-05-24,M14,P01,712
1844,2025-04-07,M11,P05,663
1845,2025-06-14,M13,P04,593
1846,2025-03-26,M11,P08,257
1847,2025-02-02,M02,P04,325
1848,2025-06-21,M09,P03,660
1849,2025-06-29,M10,P02,251
1850,2025-06-25,M02,P02,468
1851,2025-05-15,M05,P01,295
1852,2025-01-24,M09,P06,472
1853,2025-06-15,M09,P07,522
1854,2025-06-21,M08,P06,772
1855,2025-04-19,M01,P07,332
1856,2025-05-11,M01,P05,288
1857,2025-04-03,M09,P08,204
1858,2025-01-05,M13,P07,556
1859,2025-04-03,M11,P08,542
1860,2025-03-21,M08,P01,403
1861,2025-02-16,M10,P03,772
1862,2025-02-24,M09,P03,670
1863,2025-03-29,M07,P02,663
1864,2025-05-05,M03,P03,696
1865,2025-02-19,M03,P05,262
1866,2025-02-27,M02,P04,755
1867,2025-02-05,M05,P03,438
1868,2025-02-09,M12,P01,739
1869,2025-01-20,M12,P05,397
1870,2025-03-17,M03,P03,229
1871,2025-01-26,M14,P06,408
1872,2025-05-10,M06,P07,262
1873,2025-05-19,M02,P03,256
1874,2025-05-15,M12,P06,632
1875,2025-01-10,M03,P05,507
1876,2025-06-19,M05,P03,774
1877,2025-03-28,M12,P06,665
1878,2025-06-08,M11,P04,306
1879,2025-02-03,M11,P08,799
1880,2025-06-02,M01,P02,500
1881,2025-04-07,M13,P05,245
1882,2025-02-09,M01,P06,276
1883,2025-02-11,M10,P01,368
1884,2025-02-16,M09,P08,328
1885,2025-06-27,M07,P03,467
1886,2025-06-09,M01,P06,799
1887,2025-02-12,M15,P08,784
1888,2025-04-23,M12,P07,618
1889,2025-01-12,M14,P08,360
1890,2025-04-16,M08,P06,257
1891,2025-04-04,M03,P06,583
1892,2025-06-23,M08,P07,709
1893,2025-03-02,M15,P02,629
1894,2025-04-24,M05,P08,539
1895,2025-06-06,M01,P07,777
1896,2025-03-14,M07,P07,225
1897,2025-04-25,M05,P08,788
1898,2025-03-01,M06,P01,571
1899,2025-05-17,M06,P07,235
1900,2025-03-03,M08,P01,730
1901,2025-03-21,M09,P04,466
1902,2025-05-01,M02,P08,631
1903,2025-02-19,M09,P07,218
1904,2025-04-05,M12,P02,538
1905,2025-06-23,M15,P07,339
1906,2025-05-27,M11,P06,266
1907,2025-04-23,M10,P05,729
1908,2025-04-29,M09,P02,568
1909,2025-03-14,M13,P07,460
1910,2025-04-08,M10,P02,778
1911,2025-05-09,M15,P08,781
1912,2025-05-16,M10,P01,402
1913,2025-04-18,M07,P04,609
1914,2025-02-11,M01,P04,279
1915,2025-02-21,M07,P08,312
1916,2025-06-04,M10,P08,336
1917,2025-02-05,M05,P02,388
1918,2025-03-06,M06,P08,476
1919,2025-01-14,M10,P02,302
1920,2025-06-14,M07,P08,306
1921,2025-05-04,M14,P07,774
1922,2025-04-06,M15,P08,372
1923,2025-05-22,M05,P03,530
1924,2025-01-27,M07,P06,390
1925,2025-05-13,M09,P01,424
1926,2025-02-01,M03,P06,522
1927,2025-03-14,M08,P05,707
1928,2025-01-22,M02,P05,747
1929,2025-02-11,M11,P04,333
1930,2025-03-11,M07,P01,236
1931,2025-04-26,M13,P06,292
1932,2025-05-12,M02,P04,274
1933,2025-02-07,M15,P05,382
1934,2025-04-22,M14,P02,658
1935,2025-01-24,M04,P01,608
1936,2025-02-26,M07,P01,406
1937,2025-04-26,M03,P08,444
1938,2025-03-31,M02,P08,532
1939,2025-01-07,M11,P06,724
1940,2025-04-17,M10,P08,493
1941,2025-01-14,M07,P08,472
1942,2025-04-12,M01,P07,578
1943,2025-05-09,M14,P03,225
1944,2025-04-06,M15,P06,743
1945,2025-03-02,M08,P08,290
1946,2025-04-09,M03,P02,675
1947,2025-01-21,M12,P07,387
1948,2025-04-06,M12,P07,768
1949,2025-02-27,M13,P07,394
1950,2025-01-08,M02,P02,733
1951,2025-03-23,M03,P04,284
1952,2025-01-26,M05,P01,791
1953,2025-06-16,M11,P04,276
1954,2025-03-27,M08,P02,529
1955,2025-02-07,M10,P03,582
1956,2025-02-05,M07,P01,632
1957,2025-01-10,M07,P02,576
1958,2025-03-15,M12,P03,540
1959,2025-05-01,M07,P06,376
1960,2025-06-28,M15,P05,625
1961,2025-02-05,M08,P07,623
1962,2025-06-30,M01,P08,373
1963,2025-05-01,M04,P02,605
1964,2025-04-25,M13,P05,281
1965,2025-06-07,M06,P04,220
1966,2025-01-02,M09,P05,597
1967,2025-01-21,M13,P02,529
1968,2025-01-05,M02,P05,424
1969,2025-03-07,M01,P07,601
1970,2025-02-25,M13,P01,637
1971,2025-02-08,M10,P02,471
1972,2025-05-21,M12,P03,479
1973,2025-06-05,M14,P05,422
1974,2025-05-16,M02,P01,786
1975,2025-04-19,M07,P07,708
1976,2025-01-29,M03,P04,541
1977,2025-03-15,M10,P04,241
1978,2025-03-02,M02,P07,375
1979,2025-03-19,M14,P05,444
1980,2025-02-01,M11,P04,452
1981,2025-01-13,M07,P03,473
1982,2025-03-03,M13,P02,533
1983,2025-04-18,M13,P01,210
1984,2025-06-13,M02,P06,351
1985,2025-06-09,M03,P05,388
1986,2025-04-28,M11,P04,410
1987,2025-01-17,M07,P02,296
1988,2025-01-29,M14,P06,538
1989,2025-05-08,M04,P03,246
1990,2025-06-02,M13,P04,256
1991,2025-05-18,M14,P04,274
1992,2025-01-05,M01,P01,453
1993,2025-06-11,M13,P03,770
1994,2025-05-12,M14,P03,797
1995,2025-05-28,M05,P05,369
1996,2025-03-03,M12,P06,345
1997,2025-02-06,M09,P01,232
1998,2025-03-16,M08,P05,714
1999,2025-04-20,M12,P01,456
2000,2025-01-01,M15,P03,325
2001,2025-06-07,M09,P01,312
2002,2025-04-01,M10,P01,541
2003,2025-03-03,M14,P01,247
2004,2025-05-27,M09,P08,563
2005,2025-04-17,M15,P02,597
2006,2025-02-17,M07,P02,394
2007,2025-06-20,M04,P06,520
2008,2025-06-21,M05,P06,337
2009,2025-01-22,M01,P07,554
2010,2025-05-15,M14,P03,269
2011,2025-04-03,M01,P01,781
2012,2025-01-18,M03,P03,682
2013,2025-05-15,M13,P02,258
2014,2025-05-20,M14,P08,588
2015,2025-05-10,M08,P01,550
2016,2025-05-10,M14,P05,538
2017,2025-05-22,M02,P02,795
2018,2025-01-06,M04,P02,635
2019,2025-04-10,M02,P02,649
2020,2025-05-01,M14,P07,576
2021,2025-01-12,M05,P01,590
2022,2025-06-12,M09,P06,680
2023,2025-04-10,M01,P04,313
2024,2025-04-06,M05,P05,371
2025,2025-03-06,M14,P05,217
2026,2025-01-05,M15,P03,434
2027,2025-04-02,M09,P01,509
2028,2025-01-18,M15,P06,480
2029,2025-03-30,M01,P02,395
2030,2025-03-03,M09,P04,314
2031,2025-06-18,M08,P01,596
2032,2025-06-10,M04,P01,762
2033,2025-01-27,M12,P07,617
2034,2025-05-29,M11,P06,483
2035,2025-03-27,M10,P04,784
2036,2025-02-04,M05,P02,527
2037,2025-01-12,M13,P01,540
2038,2025-04-01,M05,P05,420
2039,2025-05-20,M11,P08,208
2040,2025-03-28,M12,P05,281
2041,2025-06-14,M06,P04,493
2042,2025-02-14,M07,P08,574
2043,2025-06-25,M08,P02,733
2044,2025-04-29,M15,P04,614
2045,2025-06-28,M14,P01,298
2046,2025-05-03,M08,P07,581
2047,2025-06-11,M11,P07,703
2048,2025-02-16,M14,P05,646
2049,2025-02-04,M13,P07,543
2050,2025-01-17,M02,P03,624
2051,2025-04-28,M09,P04,505
2052,2025-01-10,M07,P07,347
2053,2025-03-17,M04,P03,653
2054,2025-02-21,M04,P03,232
2055,2025-01-12,M11,P06,700
2056,2025-02-21,M08,P05,518
2057,2025-01-11,M04,P04,392
2058,2025-03-22,M13,P03,379
2059,2025-03-21,M15,P01,717
2060,2025-05-12,M06,P07,590
2061,2025-04-12,M05,P06,720
2062,2025-05-20,M03,P02,556
2063,2025-05-02,M13,P07,772
2064,2025-03-06,M14,P07,663
2065,2025-01-10,M10,P07,298
2066,2025-06-15,M11,P06,347
2067,2025-02-18,M02,P02,769
2068,2025-03-15,M09,P05,515
2069,2025-04-02,M10,P04,381
2070,2025-01-13,M09,P04,746
2071,2025-06-17,M01,P02,502
2072,2025-03-26,M10,P08,757
2073,2025-03-11,M03,P07,798
2074,2025-02-01,M08,P01,203
2075,2025-04-05,M06,P02,306
2076,2025-04-22,M05,P02,274
2077,2025-04-13,M05,P04,239
2078,2025-04-23,M06,P03,318
2079,2025-04-09,M15,P01,272
2080,2025-03-28,M07,P04,751
2081,2025-02-17,M01,P06,403
2082,2025-05-08,M09,P02,295
2083,2025-06-27,M03,P08,478
2084,2025-05-08,M04,P03,342
2085,2025-04-05,M10,P01,314
2086,2025-05-13,M01,P05,675
2087,2025-03-10,M13,P01,332
2088,2025-01-22,M11,P01,367
2089,2025-04-19,M10,P07,444
2090,2025-01-21,M03,P02,476
2091,2025-04-21,M02,P02,458
2092,2025-06-04,M02,P05,245
2093,2025-02-16,M14,P05,545
2094,2025-05-20,M01,P05,436
2095,2025-03-17,M08,P04,252
2096,2025-03-24,M03,P04,347
2097,2025-01-27,M03,P02,732
2098,2025-01-21,M06,P02,289
2099,2025-03-25,M13,P05,432
2100,2025-06-19,M08,P04,250
2101,2025-03-17,M13,P03,593
2102,2025-03-20,M15,P04,413
2103,2025-04-25,M09,P02,650
2104,2025-06-04,M09,P04,538
2105,2025-04-20,M04,P02,550
2106,2025-02-12,M14,P05,484
2107,2025-06-26,M05,P07,782
2108,2025-04-24,M02,P05,444
2109,2025-03-31,M11,P05,749
2110,2025-04-25,M09,P03,783
2111,2025-01-11,M08,P07,425
2112,2025-04-01,M03,P03,640
2113,2025-06-07,M11,P02,673
2114,2025-04-22,M12,P01,643
2115,2025-03-12,M13,P06,611
2116,2025-06-13,M09,P03,445
2117,2025-01-15,M03,P02,782
2118,2025-01-20,M09,P07,699
2119,2025-06-21,M02,P04,749
2120,2025-06-13,M12,P07,316
2121,2025-04-14,M10,P05,563
2122,2025-04-04,M09,P05,403
2123,2025-05-12,M15,P05,550
2124,2025-06-23,M08,P02,518
2125,2025-02-10,M09,P05,558
2126,2025-01-08,M05,P03,716
2127,2025-02-06,M11,P04,688
2128,2025-06-05,M11,P05,306
2129,2025-06-23,M02,P02,371
2130,2025-04-23,M08,P04,718
2131,2025-01-09,M12,P05,727
2132,2025-02-02,M15,P01,519
2133,2025-01-18,M06,P08,236
2134,2025-03-02,M08,P05,698
2135,2025-06-15,M11,P06,464
2136,2025-04-04,M05,P07,601
2137,2025-04-03,M10,P03,417
2138,2025-04-09,M02,P04,529
2139,2025-05-26,M06,P03,385
2140,2025-01-09,M05,P01,580
2141,2025-06-04,M12,P01,408
2142,2025-02-09,M13,P06,762
2143,2025-06-23,M12,P03,487
2144,2025-04-26,M05,P04,287
2145,2025-04-05,M13,P01,335
2146,2025-04-06,M01,P08,357
2147,2025-04-24,M02,P01,354
2148,2025-01-20,M08,P05,662
2149,2025-05-27,M13,P06,419
2150,2025-02-05,M14,P07,658
2151,2025-05-16,M13,P02,366
2152,2025-04-04,M03,P07,521
2153,2025-04-12,M10,P08,761
2154,2025-03-22,M03,P07,711
2155,2025-06-16,M08,P08,286
2156,2025-03-13,M08,P01,744
2157,2025-03-05,M02,P04,474
2158,2025-01-30,M08,P04,340
2159,2025-01-07,M11,P05,552
2160,2025-02-17,M13,P08,204
2161,2025-05-08,M13,P04,581
2162,2025-05-13,M01,P05,533
2163,2025-04-10,M06,P01,674
2164,2025-05-24,M08,P01,229
2165,2025-01-31,M03,P07,546
2166,2025-03-09,M08,P01,793
2167,2025-03-08,M12,P01,692
2168,2025-06-30,M01,P08,694
2169,2025-04-25,M11,P02,587
2170,2025-02-24,M11,P06,452
2171,2025-06-06,M09,P07,229
2172,2025-03-15,M13,P07,541
2173,2025-06-27,M11,P06,486
2174,2025-05-06,M13,P02,596
2175,2025-02-21,M09,P01,708
2176,2025-02-01,M05,P04,443
2177,2025-02-04,M10,P05,420
2178,2025-01-19,M04,P07,355
2179,2025-04-26,M15,P06,582
2180,2025-02-14,M11,P03,519
2181,2025-04-24,M06,P05,572
2182,2025-01-23,M12,P03,730
2183,2025-06-24,M07,P03,414
2184,2025-03-23,M05,P08,566
2185,2025-06-20,M11,P07,313
2186,2025-03-30,M13,P01,399
2187,2025-01-17,M10,P08,224
2188,2025-05-21,M09,P03,320
2189,2025-05-19,M03,P01,202
2190,2025-03-16,M15,P02,644
2191,2025-03-18,M07,P04,453
2192,2025-02-10,M10,P03,219
2193,2025-06-29,M10,P07,403
2194,2025-06-13,M11,P04,556
2195,2025-02-14,M05,P01,327
2196,2025-04-03,M14,P03,557
2197,2025-05-11,M07,P05,491
2198,2025-02-27,M15,P08,373
2199,2025-02-01,M02,P07,554
2200,2025-02-21,M04,P02,236
2201,2025-02-05,M02,P06,509
2202,2025-03-02,M14,P02,781
2203,2025-05-07,M13,P08,283
2204,2025-01-07,M13,P03,709
2205,2025-04-03,M12,P08,643
2206,2025-05-22,M07,P07,619
2207,2025-05-27,M02,P02,404
2208,2025-04-05,M13,P06,687
2209,2025-04-30,M14,P05,287
2210,2025-05-22,M11,P04,451
2211,2025-02-03,M01,P08,230
2212,2025-06-06,M09,P05,620
2213,2025-01-23,M01,P02,260
2214,2025-01-17,M08,P06,778
2215,2025-03-21,M15,P04,425
2216,2025-04-12,M02,P07,534
2217,2025-05-03,M12,P06,778
2218,2025-05-15,M08,P05,310
2219,2025-04-16,M13,P01,690
2220,2025-04-15,M03,P01,471
2221,2025-05-28,M06,P04,233
2222,2025-01-19,M03,P08,411
2223,2025-02-02,M14,P04,499
2224,2025-03-23,M07,P04,572
2225,2025-06-14,M10,P01,324
2226,2025-01-19,M09,P05,302
2227,2025-04-26,M02,P08,319
2228,2025-04-30,M15,P04,746
2229,2025-06-24,M12,P01,530
2230,2025-05-13,M12,P04,508
2231,2025-03-30,M15,P04,769
2232,2025-02-02,M14,P08,611
2233,2025-05-22,M05,P08,598
2234,2025-06-13,M13,P06,505
2235,2025-05-31,M06,P04,362
2236,2025-02-16,M04,P01,264
2237,2025-02-03,M04,P05,415
2238,2025-04-21,M04,P01,225
2239,2025-05-09,M02,P01,783
2240,2025-01-15,M04,P04,243
2241,2025-02-01,M11,P06,289
2242,2025-05-13,M01,P03,332
2243,2025-02-09,M12,P07,360
2244,2025-03-19,M06,P03,579
2245,2025-02-12,M01,P03,460
2246,2025-02-11,M10,P01,582
2247,2025-03-24,M06,P04,568
2248,2025-02-27,M01,P08,310
2249,2025-03-30,M06,P07,276
2250,2025-05-13,M10,P03,408
2251,2025-03-14,M08,P02,212
2252,2025-01-21,M11,P02,769
2253,2025-03-06,M02,P02,747
2254,2025-02-20,M02,P05,224
2255,2025-06-12,M14,P04,745
2256,2025-05-22,M15,P01,339
2257,2025-03-12,M13,P01,474
2258,2025-02-02,M12,P04,569
2259,2025-06-10,M04,P06,421
2260,2025-03-19,M11,P08,236
2261,2025-06-07,M03,P07,328
2262,2025-05-17,M04,P06,515
2263,2025-01-24,M13,P08,522
2264,2025-05-09,M12,P05,632
2265,2025-06-14,M07,P04,417
2266,2025-02-13,M13,P06,447
2267,2025-06-01,M11,P07,310
2268,2025-05-29,M01,P05,346
2269,2025-02-09,M06,P03,543
2270,2025-02-13,M15,P03,708
2271,2025-06-18,M15,P05,704
2272,2025-06-09,M03,P08,751
2273,2025-06-04,M11,P04,333
2274,2025-03-28,M10,P03,663
2275,2025-05-25,M07,P04,390
2276,2025-01-11,M10,P06,362
2277,2025-01-08,M02,P03,655
2278,2025-01-21,M14,P07,260
2279,2025-01-12,M02,P07,204
2280,2025-06-14,M13,P06,236
2281,2025-05-28,M04,P07,659
2282,2025-03-09,M01,P04,416
2283,2025-06-16,M03,P08,338
2284,2025-02-23,M13,P04,298
2285,2025-05-27,M09,P08,463
2286,2025-04-17,M07,P07,798
2287,2025-06-08,M15,P02,795
2288,2025-06-13,M07,P05,423
2289,2025-01-08,M13,P08,210
2290,2025-05-08,M13,P01,526
2291,2025-06-10,M11,P05,549
2292,2025-05-20,M04,P07,578
2293,2025-03-16,M02,P04,430
2294,2025-06-14,M15,P08,340
2295,2025-03-19,M14,P04,248
2296,2025-05-04,M04,P05,650
2297,2025-03-04,M06,P08,690
2298,2025-06-25,M11,P04,404
2299,2025-04-14,M11,P06,608
2300,2025-03-18,M03,P03,606
2301,2025-04-27,M01,P04,250
2302,2025-01-19,M14,P08,374
2303,2025-06-26,M12,P07,460
2304,2025-01-16,M08,P07,679
2305,2025-02-10,M12,P05,422
2306,2025-04-23,M13,P05,468
2307,2025-04-17,M05,P05,517
2308,2025-05-04,M15,P07,584
2309,2025-04-29,M05,P02,785
2310,2025-02-22,M11,P08,418
2311,2025-03-29,M04,P07,253
2312,2025-06-05,M06,P06,399
2313,2025-02-06,M03,P07,538
2314,2025-03-22,M09,P06,504
2315,2025-03-23,M05,P07,444
2316,2025-03-30,M03,P07,407
2317,2025-04-13,M11,P02,710
2318,2025-02-03,M01,P06,458
2319,2025-04-05,M10,P02,579
2320,2025-05-12,M12,P06,362
2321,2025-05-24,M06,P02,540
2322,2025-01-28,M15,P02,775
2323,2025-03-23,M02,P06,729
2324,2025-03-03,M13,P02,233
2325,2025-04-30,M03,P07,522
2326,2025-02-01,M01,P06,380
2327,2025-03-10,M09,P02,546
2328,2025-04-26,M08,P07,391
2329,2025-03-05,M12,P07,778
2330,2025-02-06,M02,P05,445
2331,2025-01-25,M15,P01,444
2332,2025-01-13,M12,P06,332
2333,2025-03-16,M11,P02,396
2334,2025-04-09,M08,P05,546
2335,2025-06-07,M12,P01,248
2336,2025-04-18,M14,P08,263
2337,2025-03-05,M09,P08,303
2338,2025-02-10,M01,P02,412
2339,2025-03-25,M13,P08,716
2340,2025-05-28,M05,P01,318
2341,2025-03-22,M08,P06,441
2342,2025-02-18,M15,P07,479
2343,2025-02-10,M11,P07,623
2344,2025-05-08,M14,P01,562
2345,2025-05-12,M02,P08,505
2346,2025-04-30,M04,P07,685
2347,2025-05-08,M07,P08,513
2348,2025-03-20,M03,P03,712
2349,2025-05-08,M13,P04,366
2350,2025-01-06,M12,P07,593
2351,2025-01-24,M05,P03,262
2352,2025-04-11,M08,P06,471
2353,2025-05-10,M12,P06,236
2354,2025-04-28,M10,P01,215
2355,2025-03-03,M03,P07,542
2356,2025-02-25,M04,P08,545
2357,2025-05-30,M14,P07,738
2358,2025-04-01,M15,P08,432
2359,2025-01-13,M09,P08,775
2360,2025-01-13,M14,P07,615
2361,2025-03-14,M14,P08,466
2362,2025-05-07,M07,P05,525
2363,2025-06-02,M01,P02,642
2364,2025-06-17,M14,P04,759
2365,2025-06-22,M12,P07,275
2366,2025-05-01,M04,P02,446
2367,2025-03-15,M04,P05,779
2368,2025-05-18,M09,P08,512
2369,2025-01-03,M06,P08,775
2370,2025-01-28,M09,P06,791
2371,2025-04-21,M12,P04,542
2372,2025-02-04,M15,P03,381
2373,2025-03-09,M06,P06,598
2374,2025-04-04,M06,P06,440
2375,2025-04-14,M05,P08,491
2376,2025-04-04,M05,P01,253
2377,2025-01-12,M02,P05,344
2378,2025-04-13,M08,P01,555
2379,2025-01-14,M08,P01,797
2380,2025-05-26,M11,P02,676
2381,2025-05-24,M13,P06,221
2382,2025-02-19,M01,P08,530
2383,2025-04-03,M08,P05,491
2384,2025-05-22,M05,P01,435
2385,2025-03-15,M02,P08,228
2386,2025-01-19,M14,P08,359
2387,2025-04-09,M02,P08,729
2388,2025-05-10,M14,P03,749
2389,2025-04-26,M15,P04,300
2390,2025-05-21,M15,P08,489
2391,2025-03-13,M06,P07,576
2392,2025-06-09,M11,P05,372
2393,2025-06-24,M13,P02,542
2394,2025-06-06,M09,P05,778
2395,2025-01-31,M01,P06,390
2396,2025-02-02,M12,P02,638
2397,2025-01-25,M06,P04,754
2398,2025-04-11,M09,P08,542
2399,2025-04-06,M08,P03,324
2400,2025-03-28,M11,P01,751
2401,2025-05-23,M06,P05,559
2402,2025-04-04,M03,P02,702
2403,2025-02-06,M08,P08,372
2404,2025-02-20,M09,P04,593
2405,2025-06-04,M01,P01,660
2406,2025-05-11,M12,P07,319
2407,2025-04-13,M09,P04,472
2408,2025-05-09,M14,P03,557
2409,2025-01-11,M15,P01,585
2410,2025-01-12,M06,P01,518
2411,2025-01-10,M06,P07,460
2412,2025-02-05,M12,P08,480
2413,2025-03-27,M04,P01,528
2414,2025-05-02,M01,P02,323
2415,2025-05-13,M10,P01,675
2416,2025-04-27,M08,P04,477
2417,2025-02-08,M02,P02,292
2418,2025-06-05,M12,P01,746
2419,2025-05-12,M01,P04,327
2420,2025-02-05,M02,P04,731
2421,2025-03-25,M01,P05,366
2422,2025-06-06,M01,P04,435
2423,2025-03-23,M09,P07,231
2424,2025-02-11,M13,P06,430
2425,2025-04-11,M14,P03,390
2426,2025-06-07,M01,P01,790
2427,2025-03-18,M13,P07,707
2428,2025-06-01,M04,P01,656
2429,2025-03-28,M10,P01,454
2430,2025-05-10,M06,P04,478
2431,2025-05-11,M07,P04,255
2432,2025-05-17,M02,P01,305
2433,2025-05-06,M06,P06,780
2434,2025-05-25,M07,P02,391
2435,2025-03-18,M10,P02,477
2436,2025-05-02,M14,P03,743
2437,2025-01-05,M10,P05,374
2438,2025-04-05,M02,P08,284
2439,2025-03-26,M15,P07,415
2440,2025-06-22,M02,P03,213
2441,2025-01-29,M10,P08,236
2442,2025-04-17,M07,P01,226
2443,2025-05-30,M12,P07,775
2444,2025-03-20,M01,P01,269
2445,2025-06-26,M08,P01,353
2446,2025-06-11,M11,P05,637
2447,2025-01-07,M13,P04,470
2448,2025-06-02,M03,P05,740
2449,2025-05-02,M11,P03,273
2450,2025-03-09,M06,P04,770
2451,2025-06-17,M09,P04,348
2452,2025-05-29,M06,P03,705
2453,2025-05-28,M09,P04,209
2454,2025-02-28,M07,P07,701
2455,2025-01-14,M15,P02,261
2456,2025-05-30,M09,P03,587
2457,2025-05-03,M02,P08,431
2458,2025-02-13,M12,P03,783
2459,2025-05-15,M08,P02,727
2460,2025-06-11,M08,P05,749
2461,2025-06-08,M02,P05,644
2462,2025-04-08,M12,P05,520
2463,2025-02-07,M14,P04,282
2464,2025-06-24,M04,P02,633
2465,2025-03-04,M14,P07,216
2466,2025-01-09,M15,P03,568
2467,2025-05-27,M11,P03,781
2468,2025-06-29,M15,P03,782
2469,2025-01-29,M07,P04,454
2470,2025-02-18,M11,P04,655
2471,2025-01-05,M04,P06,760
2472,2025-04-23,M04,P07,732
2473,2025-03-22,M06,P05,591
2474,2025-04-18,M10,P08,519
2475,2025-02-08,M06,P06,419
2476,2025-04-16,M10,P06,613
2477,2025-06-26,M15,P04,231
2478,2025-02-22,M03,P05,215
2479,2025-04-16,M15,P05,608
2480,2025-05-09,M09,P03,372
2481,2025-06-06,M12,P04,378
2482,2025-05-01,M10,P05,772
2483,2025-01-16,M14,P08,696
2484,2025-06-30,M11,P06,303
2485,2025-02-05,M02,P02,516
2486,2025-05-13,M06,P02,787
2487,2025-02-23,M12,P04,380
2488,2025-05-24,M07,P03,331
2489,2025-03-25,M12,P03,354
2490,2025-06-19,M13,P05,558
2491,2025-05-03,M09,P08,434
2492,2025-05-15,M13,P07,364
2493,2025-04-07,M03,P04,626
2494,2025-03-22,M10,P07,687
2495,2025-02-14,M03,P02,412
2496,2025-04-28,M07,P06,356
2497,2025-05-17,M14,P05,274
2498,2025-03-29,M04,P06,634
2499,2025-05-20,M13,P07,377
2500,2025-04-01,M08,P05,511
2501,2025-06-23,M13,P01,326
2502,2025-06-24,M07,P06,576
2503,2025-06-14,M05,P04,544
2504,2025-06-27,M07,P06,424
2505,2025-03-09,M03,P06,216
2506,2025-06-06,M12,P05,696
2507,2025-05-04,M02,P02,672
2508,2025-02-19,M06,P07,510
2509,2025-03-05,M02,P01,336
2510,2025-03-13,M03,P06,674
2511,2025-05-23,M06,P08,416
2512,2025-03-18,M05,P07,395
2513,2025-02-27,M08,P08,400
2514,2025-03-18,M09,P07,565
2515,2025-03-15,M11,P08,727
2516,2025-06-30,M03,P02,599
2517,2025-02-23,M12,P03,724
2518,2025-06-26,M10,P01,789
2519,2025-06-30,M03,P01,413
2520,2025-05-06,M03,P08,540
2521,2025-03-23,M13,P08,528
2522,2025-05-03,M13,P08,318
2523,2025-03-31,M06,P07,624
2524,2025-05-24,M15,P05,572
2525,2025-03-12,M15,P06,378
2526,2025-03-15,M01,P03,631
2527,2025-02-01,M07,P08,601
2528,2025-05-27,M12,P05,593
2529,2025-06-23,M01,P04,765
2530,2025-05-20,M14,P02,278
2531,2025-04-08,M05,P02,623
2532,2025-04-12,M15,P05,317
2533,2025-03-30,M10,P07,567
